reviewed_id,bought_with_id,age,statecode
b647ef2fcaad8701aada38db178d898b,3b490f0fc40d30c6b3e436f48a7aff70,21,NH
b647ef2fcaad8701aada38db178d898b,5b53008ba39d57fe12d97fc1c48b491b,21,NH
b647ef2fcaad8701aada38db178d898b,89b9b679d4268b5637fd8075afc49124,21,NH
b647ef2fcaad8701aada38db178d898b,dccc4afaf95f17b26ef1a101b0480bef,21,NH
b647ef2fcaad8701aada38db178d898b,00c3345965d9cb41585eccf660b6c723,21,NH
b647ef2fcaad8701aada38db178d898b,3b490f0fc40d30c6b3e436f48a7aff70,50,WV
b647ef2fcaad8701aada38db178d898b,5b53008ba39d57fe12d97fc1c48b491b,50,WV
b647ef2fcaad8701aada38db178d898b,89b9b679d4268b5637fd8075afc49124,50,WV
b647ef2fcaad8701aada38db178d898b,dccc4afaf95f17b26ef1a101b0480bef,50,WV
b647ef2fcaad8701aada38db178d898b,00c3345965d9cb41585eccf660b6c723,50,WV
b647ef2fcaad8701aada38db178d898b,3b490f0fc40d30c6b3e436f48a7aff70,20,NC
b647ef2fcaad8701aada38db178d898b,5b53008ba39d57fe12d97fc1c48b491b,20,NC
b647ef2fcaad8701aada38db178d898b,89b9b679d4268b5637fd8075afc49124,20,NC
b647ef2fcaad8701aada38db178d898b,dccc4afaf95f17b26ef1a101b0480bef,20,NC
b647ef2fcaad8701aada38db178d898b,00c3345965d9cb41585eccf660b6c723,20,NC
b647ef2fcaad8701aada38db178d898b,3b490f0fc40d30c6b3e436f48a7aff70,55,NE
b647ef2fcaad8701aada38db178d898b,5b53008ba39d57fe12d97fc1c48b491b,55,NE
b647ef2fcaad8701aada38db178d898b,89b9b679d4268b5637fd8075afc49124,55,NE
b647ef2fcaad8701aada38db178d898b,dccc4afaf95f17b26ef1a101b0480bef,55,NE
b647ef2fcaad8701aada38db178d898b,00c3345965d9cb41585eccf660b6c723,55,NE
7851f79435696b0deda94fe71bcff818,8603d449d2ded39a85a6795236848861,43,RI
7851f79435696b0deda94fe71bcff818,9ea25a0dbab04c998fd7f9057fee44c1,43,RI
7851f79435696b0deda94fe71bcff818,7e27c68334d68eb220e1e8c20af62f78,43,RI
7851f79435696b0deda94fe71bcff818,163c9df168c118fc29080deb1e34cee3,43,RI
7851f79435696b0deda94fe71bcff818,d26c91ea205458e6a8c43f2deb88a43e,43,RI
7851f79435696b0deda94fe71bcff818,8603d449d2ded39a85a6795236848861,65,IL
7851f79435696b0deda94fe71bcff818,9ea25a0dbab04c998fd7f9057fee44c1,65,IL
7851f79435696b0deda94fe71bcff818,7e27c68334d68eb220e1e8c20af62f78,65,IL
7851f79435696b0deda94fe71bcff818,163c9df168c118fc29080deb1e34cee3,65,IL
7851f79435696b0deda94fe71bcff818,d26c91ea205458e6a8c43f2deb88a43e,65,IL
7851f79435696b0deda94fe71bcff818,8603d449d2ded39a85a6795236848861,20,IA
7851f79435696b0deda94fe71bcff818,9ea25a0dbab04c998fd7f9057fee44c1,20,IA
7851f79435696b0deda94fe71bcff818,7e27c68334d68eb220e1e8c20af62f78,20,IA
7851f79435696b0deda94fe71bcff818,163c9df168c118fc29080deb1e34cee3,20,IA
7851f79435696b0deda94fe71bcff818,d26c91ea205458e6a8c43f2deb88a43e,20,IA
4aaa74ee92d2d334be1737ab2b2732c1,b1bac1ce2d8fe5ca619d19c6d410813c,25,NJ
4aaa74ee92d2d334be1737ab2b2732c1,bc8d5729d303df540af613368b5fea05,25,NJ
4aaa74ee92d2d334be1737ab2b2732c1,d769f0c52356b26af28168bbbb137be8,25,NJ
4aaa74ee92d2d334be1737ab2b2732c1,826e616f7087c08b049b07fb10a5510b,25,NJ
4aaa74ee92d2d334be1737ab2b2732c1,cfeed84fad7ea2978a2dcfa21b336abd,25,NJ
4aaa74ee92d2d334be1737ab2b2732c1,b1bac1ce2d8fe5ca619d19c6d410813c,61,KS
4aaa74ee92d2d334be1737ab2b2732c1,bc8d5729d303df540af613368b5fea05,61,KS
4aaa74ee92d2d334be1737ab2b2732c1,d769f0c52356b26af28168bbbb137be8,61,KS
4aaa74ee92d2d334be1737ab2b2732c1,826e616f7087c08b049b07fb10a5510b,61,KS
4aaa74ee92d2d334be1737ab2b2732c1,cfeed84fad7ea2978a2dcfa21b336abd,61,KS
4aaa74ee92d2d334be1737ab2b2732c1,b1bac1ce2d8fe5ca619d19c6d410813c,46,LA
4aaa74ee92d2d334be1737ab2b2732c1,bc8d5729d303df540af613368b5fea05,46,LA
4aaa74ee92d2d334be1737ab2b2732c1,d769f0c52356b26af28168bbbb137be8,46,LA
4aaa74ee92d2d334be1737ab2b2732c1,826e616f7087c08b049b07fb10a5510b,46,LA
4aaa74ee92d2d334be1737ab2b2732c1,cfeed84fad7ea2978a2dcfa21b336abd,46,LA
717536b95ee2f0831e0f5ff60a81dbb9,8ddebb265d7600f4ef60c1fd853a5ab1,51,AL
717536b95ee2f0831e0f5ff60a81dbb9,7423b064d5c1e80d59cc289ac5d869fa,51,AL
717536b95ee2f0831e0f5ff60a81dbb9,cb992032d00513738642c51246129900,51,AL
717536b95ee2f0831e0f5ff60a81dbb9,a70269080d338120156f67ec974415bc,51,AL
717536b95ee2f0831e0f5ff60a81dbb9,c17089e46384e2ebb070be3f78daa8ee,51,AL
717536b95ee2f0831e0f5ff60a81dbb9,8ddebb265d7600f4ef60c1fd853a5ab1,27,CO
717536b95ee2f0831e0f5ff60a81dbb9,7423b064d5c1e80d59cc289ac5d869fa,27,CO
717536b95ee2f0831e0f5ff60a81dbb9,cb992032d00513738642c51246129900,27,CO
717536b95ee2f0831e0f5ff60a81dbb9,a70269080d338120156f67ec974415bc,27,CO
717536b95ee2f0831e0f5ff60a81dbb9,c17089e46384e2ebb070be3f78daa8ee,27,CO
717536b95ee2f0831e0f5ff60a81dbb9,8ddebb265d7600f4ef60c1fd853a5ab1,25,NC
717536b95ee2f0831e0f5ff60a81dbb9,7423b064d5c1e80d59cc289ac5d869fa,25,NC
717536b95ee2f0831e0f5ff60a81dbb9,cb992032d00513738642c51246129900,25,NC
717536b95ee2f0831e0f5ff60a81dbb9,a70269080d338120156f67ec974415bc,25,NC
717536b95ee2f0831e0f5ff60a81dbb9,c17089e46384e2ebb070be3f78daa8ee,25,NC
717536b95ee2f0831e0f5ff60a81dbb9,8ddebb265d7600f4ef60c1fd853a5ab1,17,UM
717536b95ee2f0831e0f5ff60a81dbb9,7423b064d5c1e80d59cc289ac5d869fa,17,UM
717536b95ee2f0831e0f5ff60a81dbb9,cb992032d00513738642c51246129900,17,UM
717536b95ee2f0831e0f5ff60a81dbb9,a70269080d338120156f67ec974415bc,17,UM
