reviewed_id,bought_with_id,age,statecode
ca9d45c73ee796e19ed79788c1028ce0,db02c13ec768a14fc28c1091f316f69f,34,PR
ca9d45c73ee796e19ed79788c1028ce0,d394229c12700a70a85a2eff2c769afe,34,PR
ca9d45c73ee796e19ed79788c1028ce0,3b4bbecc5568a0b825dbe6da2a54b75f,34,PR
ca9d45c73ee796e19ed79788c1028ce0,684bad5406794254d5b1a78c27bd269f,34,PR
ca9d45c73ee796e19ed79788c1028ce0,e6767082276b75231eb3417064187ca1,34,PR
adeda90d64751b7f75a7609b6b3666da,012a1807bad6a2dfad07fee3e07d6163,48,MI
adeda90d64751b7f75a7609b6b3666da,fb47e088ab2a4d16c863f897383a367f,48,MI
adeda90d64751b7f75a7609b6b3666da,b36e98f5385834052aa1c9095b659658,48,MI
adeda90d64751b7f75a7609b6b3666da,c1e38a95e45592d13962b0d40c1bb862,48,MI
adeda90d64751b7f75a7609b6b3666da,1c7c1b2535fe137dbf7de4311d3f02dc,48,MI
456ad572f54ae2fe2729f89501dd76b2,a21c9c8042ea57e6b9215f39853ba5c8,18,OR
456ad572f54ae2fe2729f89501dd76b2,666e3f144451db3774940432e3310f0e,18,OR
456ad572f54ae2fe2729f89501dd76b2,cebc3d8ae6e3770a833140a2cdd066cf,18,OR
456ad572f54ae2fe2729f89501dd76b2,949ebf7458a5af2a9cddf05fb1a875bf,18,OR
456ad572f54ae2fe2729f89501dd76b2,dc8c8bec6c2396b46ec11c87ff9ebc58,18,OR
456ad572f54ae2fe2729f89501dd76b2,a21c9c8042ea57e6b9215f39853ba5c8,50,DC
456ad572f54ae2fe2729f89501dd76b2,666e3f144451db3774940432e3310f0e,50,DC
456ad572f54ae2fe2729f89501dd76b2,cebc3d8ae6e3770a833140a2cdd066cf,50,DC
456ad572f54ae2fe2729f89501dd76b2,949ebf7458a5af2a9cddf05fb1a875bf,50,DC
456ad572f54ae2fe2729f89501dd76b2,dc8c8bec6c2396b46ec11c87ff9ebc58,50,DC
2e36b2d96ddfd7fdb7fb59885a9a9bcd,e82ebd4f5180edac55e097e5e07b9673,24,KS
2e36b2d96ddfd7fdb7fb59885a9a9bcd,be27ad7a0ca3a494bf49867fd0286a38,24,KS
2e36b2d96ddfd7fdb7fb59885a9a9bcd,c857318ea4dececa8897d201739287ca,24,KS
