reviewed_id,bought_with_id,age,statecode
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,df7cdbf5177868e5eb4a29d92792a286,38,VA
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,45bdc2e4b88656f46147e2b4e4bbc150,38,VA
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,52d3ef45a32d558bcdeee254b0a09a48,38,VA
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,9e0736775763736ef1efd2877a30a2a6,38,VA
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,1e1db71d5e6b952d23df86e2f3391cc2,38,VA
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,df7cdbf5177868e5eb4a29d92792a286,55,CT
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,45bdc2e4b88656f46147e2b4e4bbc150,55,CT
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,52d3ef45a32d558bcdeee254b0a09a48,55,CT
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,9e0736775763736ef1efd2877a30a2a6,55,CT
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,1e1db71d5e6b952d23df86e2f3391cc2,55,CT
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,df7cdbf5177868e5eb4a29d92792a286,58,AS
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,45bdc2e4b88656f46147e2b4e4bbc150,58,AS
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,52d3ef45a32d558bcdeee254b0a09a48,58,AS
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,9e0736775763736ef1efd2877a30a2a6,58,AS
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,1e1db71d5e6b952d23df86e2f3391cc2,58,AS
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,df7cdbf5177868e5eb4a29d92792a286,58,ND
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,45bdc2e4b88656f46147e2b4e4bbc150,58,ND
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,52d3ef45a32d558bcdeee254b0a09a48,58,ND
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,9e0736775763736ef1efd2877a30a2a6,58,ND
d4ef1a7fb5f7e4bb5b01e24e8eb2cd6e,1e1db71d5e6b952d23df86e2f3391cc2,58,ND
5e2a0196bd9c4ac6f1f3b38bc3730361,6ec6e62058b732127f2d95b0bb192b8a,29,AL
5e2a0196bd9c4ac6f1f3b38bc3730361,3e16523a86308aee5ea5e07fd07c5710,29,AL
5e2a0196bd9c4ac6f1f3b38bc3730361,65944b0296c0e1bca787882b16fc2120,29,AL
5e2a0196bd9c4ac6f1f3b38bc3730361,3cd65786d58eb36671db0e260c7b8005,29,AL
5e2a0196bd9c4ac6f1f3b38bc3730361,b0e6b043fae4d733f00d915205a7db9e,29,AL
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,55,VI
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,55,VI
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,55,VI
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,55,VI
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,55,VI
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,67,HI
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,67,HI
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,67,HI
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,67,HI
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,67,HI
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,52,MP
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,52,MP
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,52,MP
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,52,MP
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,52,MP
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,39,WA
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,39,WA
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,39,WA
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,39,WA
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,39,WA
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,48,OK
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,48,OK
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,48,OK
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,48,OK
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,48,OK
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,59,MA
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,59,MA
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,59,MA
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,59,MA
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,59,MA
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,31,NH
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,31,NH
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,31,NH
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,31,NH
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,31,NH
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,22,MA
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,22,MA
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,22,MA
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,22,MA
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,22,MA
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,62,PR
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,62,PR
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,62,PR
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,62,PR
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,62,PR
3114c9300a96280ad3a55c22bbc2f6cb,bb03c3466d69a65a24796aad56781628,36,AK
3114c9300a96280ad3a55c22bbc2f6cb,09757503b7741d442f74dbcdfaa4912d,36,AK
3114c9300a96280ad3a55c22bbc2f6cb,52bb8dc560bc89d011a40d67ee87ca01,36,AK
3114c9300a96280ad3a55c22bbc2f6cb,0bb334e536239afdd8dcb3353f4e1856,36,AK
3114c9300a96280ad3a55c22bbc2f6cb,46c5beacd740d79618476c34dcd942de,36,AK
