reviewed_id,bought_with_id,age,statecode
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,45,AZ
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,45,AZ
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,45,AZ
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,45,AZ
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,45,AZ
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,25,WY
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,25,WY
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,25,WY
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,25,WY
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,25,WY
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,47,DC
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,47,DC
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,47,DC
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,47,DC
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,47,DC
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,50,MP
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,50,MP
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,50,MP
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,50,MP
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,50,MP
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,37,VT
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,37,VT
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,37,VT
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,37,VT
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,37,VT
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,35,SD
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,35,SD
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,35,SD
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,35,SD
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,35,SD
6825c7ccc44e5860f458f4ac5f769198,1f89bf40703ed1efce0c35894ecdd19e,54,RI
6825c7ccc44e5860f458f4ac5f769198,82664d53484d7215f7c5bc92e4eb380c,54,RI
6825c7ccc44e5860f458f4ac5f769198,07918f4fc8e755c9bc0a13d74c1e3370,54,RI
6825c7ccc44e5860f458f4ac5f769198,adff887f8f9622ce81affc067a9535f6,54,RI
6825c7ccc44e5860f458f4ac5f769198,8fdc21bd271584849b9d19bc1a9133bf,54,RI
71ba336be47872383a09fbae810d4066,02a9da4fa6d9ae3fdbe7b8ed2e618045,41,HI
71ba336be47872383a09fbae810d4066,655f16b4cece121362675316441eedfc,41,HI
71ba336be47872383a09fbae810d4066,2c4769ff660738e01f73f1531cbfead6,41,HI
71ba336be47872383a09fbae810d4066,004632030bce954195f562feb11413b1,41,HI
71ba336be47872383a09fbae810d4066,ef559fc52da890f3565b39d672012a7b,41,HI
71ba336be47872383a09fbae810d4066,02a9da4fa6d9ae3fdbe7b8ed2e618045,51,NM
71ba336be47872383a09fbae810d4066,655f16b4cece121362675316441eedfc,51,NM
71ba336be47872383a09fbae810d4066,2c4769ff660738e01f73f1531cbfead6,51,NM
71ba336be47872383a09fbae810d4066,004632030bce954195f562feb11413b1,51,NM
71ba336be47872383a09fbae810d4066,ef559fc52da890f3565b39d672012a7b,51,NM
71ba336be47872383a09fbae810d4066,02a9da4fa6d9ae3fdbe7b8ed2e618045,30,UM
71ba336be47872383a09fbae810d4066,655f16b4cece121362675316441eedfc,30,UM
71ba336be47872383a09fbae810d4066,2c4769ff660738e01f73f1531cbfead6,30,UM
71ba336be47872383a09fbae810d4066,004632030bce954195f562feb11413b1,30,UM
71ba336be47872383a09fbae810d4066,ef559fc52da890f3565b39d672012a7b,30,UM
71ba336be47872383a09fbae810d4066,02a9da4fa6d9ae3fdbe7b8ed2e618045,58,SD
71ba336be47872383a09fbae810d4066,655f16b4cece121362675316441eedfc,58,SD
71ba336be47872383a09fbae810d4066,2c4769ff660738e01f73f1531cbfead6,58,SD
71ba336be47872383a09fbae810d4066,004632030bce954195f562feb11413b1,58,SD
71ba336be47872383a09fbae810d4066,ef559fc52da890f3565b39d672012a7b,58,SD
71ba336be47872383a09fbae810d4066,02a9da4fa6d9ae3fdbe7b8ed2e618045,41,VI
71ba336be47872383a09fbae810d4066,655f16b4cece121362675316441eedfc,41,VI
71ba336be47872383a09fbae810d4066,2c4769ff660738e01f73f1531cbfead6,41,VI
71ba336be47872383a09fbae810d4066,004632030bce954195f562feb11413b1,41,VI
71ba336be47872383a09fbae810d4066,ef559fc52da890f3565b39d672012a7b,41,VI
